Description,G1_vertices,G1_edges,G1_density,G2_vertices,G2_edges,G2_density,Exact_result,Exact_elapsed_ms,Exact_distance,GVF2_1_result,GVF2_1_elapsed_ms,GVF2_1_distance,GVF2_10_result,GVF2_10_elapsed_ms,GVF2_10_distance,GVF2_100_result,GVF2_100_elapsed_ms,GVF2_100_distance,GVF2_500_result,GVF2_500_elapsed_ms,GVF2_500_distance
G2 is shuffled subgraph of G1,110,55,0.5,33,7,0.21212121212121213,Timeout,30000,-1,Success,0.2937,0.7363636363636363,Success,1.9396,0.7272727272727273,Success,19.6374,0.7090909090909091,Success,98.9895,0.7090909090909091
G2 is shuffled subgraph of G1,120,60,0.5,36,6,0.16666666666666666,Timeout,30000,-1,Success,0.403,0.75,Success,2.2689,0.7166666666666667,Success,23.3761,0.7166666666666667,Success,114.3481,0.7166666666666667
G2 is shuffled subgraph of G1,130,65,0.5,39,5,0.1282051282051282,Timeout,30000,-1,Success,0.2903,0.7384615384615385,Success,2.951,0.7153846153846154,Success,28.9962,0.7,Success,147.3504,0.7076923076923076
G2 is shuffled subgraph of G1,140,70,0.5,42,8,0.19047619047619047,Timeout,30000,-1,Success,0.5102,0.7357142857142858,Success,3.46,0.7285714285714286,Success,41.2476,0.7071428571428571,Success,199.6071,0.7142857142857143
G2 is shuffled subgraph of G1,150,75,0.5,45,9,0.2,Timeout,30000,-1,Success,0.6575,0.7466666666666666,Success,3.8286,0.7333333333333334,Success,39.2797,0.7266666666666667,Success,197.8201,0.72
G2 is shuffled subgraph of G1,160,80,0.5,48,9,0.1875,Timeout,30000,-1,Success,0.4075,0.7375,Success,5.0279,0.725,Success,46.9801,0.71875,Success,233.5605,0.7
G2 is shuffled subgraph of G1,170,85,0.5,51,5,0.09803921568627451,Timeout,30000,-1,Success,0.5882,0.7235294117647059,Success,5.4209,0.7176470588235294,Success,59.613,0.7,Success,293.8057,0.7
G2 is shuffled subgraph of G1,180,90,0.5,54,6,0.1111111111111111,Timeout,30000,-1,Success,0.3967,0.7166666666666667,Success,6.7754,0.7111111111111111,Success,61.7555,0.7055555555555555,Success,297.811,0.7
G2 is shuffled subgraph of G1,190,95,0.5,57,9,0.15789473684210525,Timeout,30000,-1,Success,0.4817,0.7105263157894737,Success,6.4815,0.7157894736842105,Success,60.2491,0.7157894736842105,Success,319.3214,0.7105263157894737
G2 is shuffled subgraph of G1,200,100,0.5,60,9,0.15,Timeout,30000,-1,Success,0.9435,0.73,Success,7.7617,0.72,Success,70.8695,0.7150000000000001,Success,368.5877,0.71
G2 is shuffled subgraph of G1,210,105,0.5,63,10,0.15873015873015872,Timeout,30000,-1,Success,1.0874,0.7380952380952381,Success,8.5471,0.7238095238095238,Success,86.4327,0.719047619047619,Success,406.8559,0.7095238095238094
G2 is shuffled subgraph of G1,220,110,0.5,66,11,0.16666666666666666,Timeout,30000,-1,Success,1.0155,0.7272727272727273,Success,8.9365,0.7227272727272727,Success,83.0381,0.7136363636363636,Success,434.3066,0.7045454545454546
G2 is shuffled subgraph of G1,230,115,0.5,69,10,0.14492753623188406,Timeout,30000,-1,Success,1.3566,0.7304347826086957,Success,11.5812,0.7217391304347827,Success,110.0766,0.7130434782608696,Success,559.1296,0.7130434782608696
G2 is shuffled subgraph of G1,240,120,0.5,72,12,0.16666666666666666,Timeout,30000,-1,Success,1.2967,0.725,Success,12.9905,0.7208333333333333,Success,117.9436,0.7125,Success,555.1607,0.7125
G2 is shuffled subgraph of G1,250,125,0.5,75,12,0.16,Timeout,30000,-1,Success,1.0741,0.728,Success,10.789,0.716,Success,121.7432,0.716,Success,583.7637,0.712
G2 is shuffled subgraph of G1,3,3,1,3,3,1,Success,0.103,0,Success,0.0259,0.33333333333333337,Success,0.0654,0,Success,0.495,0,Success,1.8803,0
G2 is shuffled subgraph of G1,4,4,1,3,3,1,Success,0.089,0.25,Success,0.0285,0.5,Success,0.091,0.5,Success,0.4649,0.5,Success,2.163,0.5
G2 is shuffled subgraph of G1,4,4,1,4,4,1,Success,0.0731,0,Success,0.0153,0.25,Success,0.0959,0,Success,0.5417,0,Success,2.2789,0
G2 is shuffled subgraph of G1,5,5,1,3,2,0.6666666666666666,Success,0.2504,0.4,Success,0.021,0.6,Success,0.1508,0.4,Success,0.9623,0.4,Success,1.8793,0.4
G2 is shuffled subgraph of G1,5,5,1,4,3,0.75,Success,0.3526,0.19999999999999996,Success,0.0982,0.6,Success,0.0603,0.19999999999999996,Success,0.5606,0.19999999999999996,Success,2.5548,0.19999999999999996
G2 is shuffled subgraph of G1,5,5,1,5,5,1,Success,0.8902,0,Success,0.0273,0.8,Success,0.0848,0.4,Success,0.4424,0.4,Success,2.2853,0.4
G2 is shuffled subgraph of G1,6,6,1,3,2,0.6666666666666666,Success,0.1528,0.5,Success,0.0649,0.6666666666666667,Success,0.0525,0.6666666666666667,Success,0.4784,0.6666666666666667,Success,1.968,0.6666666666666667
G2 is shuffled subgraph of G1,6,6,1,4,3,0.75,Success,0.5667,0.33333333333333337,Success,0.026,0.5,Success,0.0853,0.5,Success,0.5163,0.5,Success,2.5196,0.5
G2 is shuffled subgraph of G1,6,6,1,5,4,0.8,Success,0.3105,0.16666666666666663,Success,0.0673,0.33333333333333337,Success,0.1084,0.33333333333333337,Success,0.5709,0.33333333333333337,Success,2.961,0.33333333333333337
G2 is shuffled subgraph of G1,6,6,1,6,6,1,Success,2.4876,0,Success,0.0291,0.5,Success,0.1805,0,Success,0.6808,0,Success,3.6131,0
G2 is shuffled subgraph of G1,7,7,1,3,2,0.6666666666666666,Success,0.2783,0.5714285714285714,Success,0.0595,0.5714285714285714,Success,0.1092,0.5714285714285714,Success,0.4721,0.5714285714285714,Success,2.7287,0.5714285714285714
G2 is shuffled subgraph of G1,7,7,1,4,1,0.25,Success,0.9334,0.4285714285714286,Success,0.0252,0.5714285714285714,Success,0.1434,0.4285714285714286,Success,0.5412,0.4285714285714286,Success,2.827,0.4285714285714286
G2 is shuffled subgraph of G1,7,7,1,5,2,0.4,Success,4.1584,0.2857142857142857,Success,0.0631,0.5714285714285714,Success,0.1029,0.4285714285714286,Success,0.5671,0.4285714285714286,Success,2.8689,0.4285714285714286
G2 is shuffled subgraph of G1,7,7,1,6,5,0.8333333333333334,Success,27.0991,0.1428571428571429,Success,0.0505,0.4285714285714286,Success,0.1091,0.1428571428571429,Success,0.669,0.1428571428571429,Success,3.3707,0.1428571428571429
G2 is shuffled subgraph of G1,7,7,1,7,7,1,Success,51.4381,0,Success,0.0648,0.4285714285714286,Success,0.0844,0.1428571428571429,Success,0.6523,0.1428571428571429,Success,3.0947,0.1428571428571429
G2 is shuffled subgraph of G1,8,8,1,3,0,0,Success,0.9084,0.625,Success,0.0511,0.625,Success,0.0755,0.625,Success,0.585,0.625,Success,2.1819,0.625
G2 is shuffled subgraph of G1,8,8,1,4,3,0.75,Success,1.4062,0.5,Success,0.0516,0.5,Success,0.1092,0.5,Success,0.6119,0.5,Success,2.7988,0.5
G2 is shuffled subgraph of G1,8,8,1,5,5,1,Success,8.9993,0.375,Success,0.0572,0.625,Success,0.0939,0.5,Success,0.5443,0.5,Success,2.8012,0.5
G2 is shuffled subgraph of G1,8,8,1,6,2,0.3333333333333333,Success,43.1882,0.25,Success,0.0999,0.625,Success,0.0733,0.5,Success,0.6129,0.375,Success,3.0117,0.375
G2 is shuffled subgraph of G1,8,8,1,7,5,0.7142857142857143,Success,64.4076,0.125,Success,0.1264,0.25,Success,0.1212,0.125,Success,0.7268,0.125,Success,3.5382,0.125
G2 is shuffled subgraph of G1,8,8,1,8,8,1,Success,1004.5992,0,Success,0.0299,0.375,Success,0.1751,0.25,Success,1.2279,0.25,Success,3.2529,0.25
G2 is shuffled subgraph of G1,9,9,1,3,0,0,Success,1.4612,0.6666666666666667,Success,0.1204,0.6666666666666667,Success,0.0573,0.6666666666666667,Success,0.5311,0.6666666666666667,Success,2.1091,0.6666666666666667
G2 is shuffled subgraph of G1,9,9,1,4,4,1,Success,1.7602,0.5555555555555556,Success,0.049,0.7777777777777778,Success,0.1459,0.6666666666666667,Success,0.5711,0.6666666666666667,Success,2.3653,0.6666666666666667
G2 is shuffled subgraph of G1,9,9,1,5,1,0.2,Success,11.1098,0.4444444444444444,Success,0.0637,0.5555555555555556,Success,0.1526,0.4444444444444444,Success,0.9075,0.4444444444444444,Success,3.0581,0.4444444444444444
G2 is shuffled subgraph of G1,9,9,1,6,4,0.6666666666666666,Success,161.2994,0.33333333333333337,Success,0.128,0.4444444444444444,Success,0.1417,0.33333333333333337,Success,0.7083,0.33333333333333337,Success,3.6033,0.33333333333333337
G2 is shuffled subgraph of G1,9,9,1,7,4,0.5714285714285714,Success,638.7054,0.2222222222222222,Success,0.0443,0.33333333333333337,Success,0.1369,0.2222222222222222,Success,0.7983,0.2222222222222222,Success,3.8086,0.2222222222222222
G2 is shuffled subgraph of G1,9,9,1,8,8,1,Success,1155.2423,0.11111111111111116,Success,0.03,0.4444444444444444,Success,0.1279,0.11111111111111116,Success,0.9082,0.11111111111111116,Success,3.7933,0.11111111111111116
G2 is shuffled subgraph of G1,9,9,1,9,9,1,Success,8328.8501,0,Success,0.0585,0.33333333333333337,Success,0.2045,0.11111111111111116,Success,1.7632,0.11111111111111116,Success,5.7109,0.11111111111111116
G2 is shuffled subgraph of G1,10,10,1,10,10,1,Timeout,30000,-1,Success,0.0595,0,Success,0.1586,0.19999999999999996,Success,1.3231,0,Success,7.464,0
G2 is shuffled subgraph of G1,20,20,1,20,20,1,Timeout,30000,-1,Success,0.1107,0.35,Success,0.4312,0.35,Success,4.086,0.050000000000000044,Success,24.4429,0.050000000000000044
G2 is shuffled subgraph of G1,30,30,1,30,30,1,Timeout,30000,-1,Success,0.1451,0.4666666666666667,Success,0.7958,0.033333333333333326,Success,9.6958,0.033333333333333326,Success,39.7177,0.033333333333333326
G2 is shuffled subgraph of G1,40,40,1,40,40,1,Timeout,30000,-1,Success,0.1646,0.375,Success,0.9771,0.125,Success,11.7442,0.19999999999999996,Success,57.5204,0.22499999999999998
G2 is shuffled subgraph of G1,50,50,1,50,50,1,Timeout,30000,-1,Success,0.3597,0.45999999999999996,Success,2.2158,0.38,Success,19.9485,0.020000000000000018,Success,91.6676,0.07999999999999996
G2 is shuffled subgraph of G1,60,60,1,60,60,1,Timeout,30000,-1,Success,0.4602,0.3833333333333333,Success,3.9238,0.3833333333333333,Success,34.3511,0.3666666666666667,Success,174.1149,0.33333333333333337
G2 is shuffled subgraph of G1,70,70,1,70,70,1,Timeout,30000,-1,Success,0.4576,0.44285714285714284,Success,4.4797,0.2142857142857143,Success,41.5009,0.22857142857142854,Success,194.6655,0.18571428571428572
G2 is shuffled subgraph of G1,80,80,1,80,80,1,Timeout,30000,-1,Success,0.6349,0.4125,Success,5.4258,0.36250000000000004,Success,54.3922,0.32499999999999996,Success,257.9032,0.35
G2 is shuffled subgraph of G1,90,90,1,90,90,1,Timeout,30000,-1,Success,0.6937,0.37777777777777777,Success,5.0839,0.38888888888888884,Success,54.3934,0.33333333333333337,Success,277.6111,0.25555555555555554
G2 is shuffled subgraph of G1,100,100,1,100,100,1,Timeout,30000,-1,Success,0.9269,0.39,Success,8.7408,0.36,Success,83.3358,0.31999999999999995,Success,408.7197,0.24
G2 is shuffled subgraph of G1,110,110,1,110,110,1,Timeout,30000,-1,Success,1.2635,0.4,Success,12.3835,0.36363636363636365,Success,122.2334,0.31818181818181823,Success,589.6053,0.3090909090909091
G2 is shuffled subgraph of G1,120,120,1,120,120,1,Timeout,30000,-1,Success,1.3671,0.4083333333333333,Success,13.4131,0.3583333333333333,Success,143.9385,0.33333333333333337,Success,714.3465,0.29166666666666663
G2 is shuffled subgraph of G1,130,130,1,130,130,1,Timeout,30000,-1,Success,1.7137,0.3846153846153846,Success,14.3823,0.34615384615384615,Success,165.2555,0.34615384615384615,Success,830.1915,0.29230769230769227
G2 is shuffled subgraph of G1,140,140,1,140,140,1,Timeout,30000,-1,Success,2.3791,0.4,Success,21.9186,0.3642857142857143,Success,228.3765,0.35,Success,1167.239,0.3142857142857143
G2 is shuffled subgraph of G1,150,150,1,150,150,1,Timeout,30000,-1,Success,2.7691,0.38,Success,26.8821,0.3666666666666667,Success,265.8322,0.3533333333333334,Success,1319.7233,0.33999999999999997
G2 is shuffled subgraph of G1,160,160,1,160,160,1,Timeout,30000,-1,Success,3.6989,0.41874999999999996,Success,27.9731,0.375,Success,270.8746,0.35624999999999996,Success,1327.7371,0.30625
G2 is shuffled subgraph of G1,170,170,1,170,170,1,Timeout,30000,-1,Success,3.406,0.42352941176470593,Success,32.3579,0.37058823529411766,Success,321.4448,0.2823529411764706,Success,1538.4197,0.32352941176470584
G2 is shuffled subgraph of G1,180,180,1,180,180,1,Timeout,30000,-1,Success,4.5338,0.4111111111111111,Success,21.4994,0.41666666666666663,Success,271.0252,0.35,Success,1527.8523,0.36111111111111116
G2 is shuffled subgraph of G1,190,190,1,190,190,1,Timeout,30000,-1,Success,5.7832,0.3894736842105263,Success,48.8124,0.37368421052631584,Success,492.9189,0.3526315789473684,Success,2546.106,0.34736842105263155
G2 is shuffled subgraph of G1,200,200,1,200,200,1,Timeout,30000,-1,Success,6.5601,0.39,Success,52.0367,0.37,Success,478.7845,0.355,Success,2535.9853,0.30500000000000005
G2 is shuffled subgraph of G1,210,210,1,210,210,1,Timeout,30000,-1,Success,3.1164,0.6047619047619048,Success,51.5285,0.36190476190476195,Success,532.6288,0.35238095238095235,Success,2560.3787,0.34285714285714286
G2 is shuffled subgraph of G1,220,220,1,220,220,1,Timeout,30000,-1,Success,5.9399,0.40454545454545454,Success,76.2662,0.3590909090909091,Success,727.785,0.3590909090909091,Success,3787.8218,0.3318181818181818
G2 is shuffled subgraph of G1,230,230,1,230,230,1,Timeout,30000,-1,Success,9.6045,0.37826086956521743,Success,93.4466,0.37826086956521743,Success,783.8893,0.3695652173913043,Success,3710.4081,0.36086956521739133
G2 is shuffled subgraph of G1,240,240,1,240,240,1,Timeout,30000,-1,Success,8.6272,0.3916666666666667,Success,85.7393,0.3583333333333333,Success,850.9858,0.3041666666666667,Success,4762.1334,0.33333333333333337
G2 is shuffled subgraph of G1,250,250,1,250,250,1,Timeout,30000,-1,Success,10.456,0.38,Success,91.763,0.364,Success,967.4629,0.272,Success,4212.9143,0.32399999999999995
G2 is shuffled subgraph of G1,10,10,1,7,2,0.2857142857142857,Success,414.2433,0.30000000000000004,Success,0.0979,0.30000000000000004,Success,0.1071,0.30000000000000004,Success,0.9882,0.30000000000000004,Success,3.9117,0.30000000000000004
G2 is shuffled subgraph of G1,20,20,1,14,11,0.7857142857142857,Timeout,30000,-1,Success,0.0753,0.55,Success,0.2237,0.5,Success,2.3079,0.35,Success,10.5367,0.30000000000000004
G2 is shuffled subgraph of G1,30,30,1,21,16,0.7619047619047619,Timeout,30000,-1,Success,0.1223,0.5,Success,0.4144,0.4666666666666667,Success,4.0768,0.4,Success,21.4207,0.4
G2 is shuffled subgraph of G1,40,40,1,28,17,0.6071428571428571,Timeout,30000,-1,Success,0.1638,0.5,Success,0.7983,0.44999999999999996,Success,8.1721,0.35,Success,41.2904,0.35
G2 is shuffled subgraph of G1,50,50,1,35,29,0.8285714285714286,Timeout,30000,-1,Success,0.1254,0.54,Success,0.9595,0.48,Success,9.4591,0.4,Success,49.0408,0.31999999999999995
G2 is shuffled subgraph of G1,60,60,1,42,35,0.8333333333333334,Timeout,30000,-1,Success,0.2621,0.5166666666666666,Success,1.3529,0.5,Success,13.0228,0.3833333333333333,Success,63.5103,0.43333333333333335
G2 is shuffled subgraph of G1,70,70,1,49,35,0.7142857142857143,Timeout,30000,-1,Success,0.4111,0.5285714285714286,Success,2.6972,0.4714285714285714,Success,25.4485,0.4285714285714286,Success,129.142,0.44285714285714284
G2 is shuffled subgraph of G1,80,80,1,56,34,0.6071428571428571,Timeout,30000,-1,Success,0.4745,0.5125,Success,3.5181,0.475,Success,36.4488,0.4375,Success,170.7772,0.42500000000000004
G2 is shuffled subgraph of G1,90,90,1,62,42,0.6774193548387096,Timeout,30000,-1,Success,0.583,0.5222222222222221,Success,4.8325,0.4666666666666667,Success,49.2162,0.4444444444444444,Success,239.7321,0.4444444444444444
G2 is shuffled subgraph of G1,100,100,1,70,46,0.6571428571428571,Timeout,30000,-1,Success,0.6567,0.49,Success,5.3811,0.47,Success,52.1768,0.44999999999999996,Success,272.0926,0.43999999999999995
G2 is shuffled subgraph of G1,110,110,1,77,48,0.6233766233766234,Timeout,30000,-1,Success,1.518,0.42727272727272725,Success,11.2515,0.4181818181818182,Success,98.8641,0.4363636363636364,Success,424.9786,0.38181818181818183
G2 is shuffled subgraph of G1,120,120,1,84,63,0.75,Timeout,30000,-1,Success,0.4077,0.775,Success,6.779,0.5083333333333333,Success,66.5399,0.4666666666666667,Success,327.5948,0.43333333333333335
G2 is shuffled subgraph of G1,130,130,1,91,65,0.7142857142857143,Timeout,30000,-1,Success,1.2837,0.5076923076923077,Success,12.1468,0.48461538461538467,Success,116.7715,0.46153846153846156,Success,596.7024,0.4538461538461539
G2 is shuffled subgraph of G1,140,140,1,98,83,0.8469387755102041,Timeout,30000,-1,Success,1.212,0.5785714285714285,Success,13.3427,0.5071428571428571,Success,127.8216,0.48571428571428577,Success,641.2387,0.48571428571428577
G2 is shuffled subgraph of G1,150,150,1,105,75,0.7142857142857143,Timeout,30000,-1,Success,2.0067,0.5133333333333333,Success,19.0212,0.5,Success,206.2691,0.48,Success,948.8413,0.4666666666666667
G2 is shuffled subgraph of G1,160,160,1,112,86,0.7678571428571429,Timeout,30000,-1,Success,2.3822,0.53125,Success,17.5932,0.48750000000000004,Success,194.0135,0.44999999999999996,Success,928.381,0.44375
G2 is shuffled subgraph of G1,170,170,1,118,89,0.7542372881355932,Timeout,30000,-1,Success,1.988,0.5764705882352941,Success,20.7333,0.5117647058823529,Success,205.1914,0.47058823529411764,Success,1047.3311,0.4764705882352941
G2 is shuffled subgraph of G1,180,180,1,125,84,0.672,Timeout,30000,-1,Success,2.1785,0.5277777777777778,Success,23.4011,0.5,Success,228.3275,0.47777777777777775,Success,1150.3885,0.47777777777777775
G2 is shuffled subgraph of G1,190,190,1,133,102,0.7669172932330827,Timeout,30000,-1,Success,3.583,0.5105263157894737,Success,28.1685,0.5210526315789474,Success,274.7162,0.4894736842105263,Success,1265.7858,0.4736842105263158
G2 is shuffled subgraph of G1,200,200,1,140,107,0.7642857142857142,Timeout,30000,-1,Success,4.4323,0.52,Success,25.7565,0.49,Success,312.2771,0.485,Success,1521.9892,0.47
G2 is shuffled subgraph of G1,210,210,1,147,95,0.6462585034013606,Timeout,30000,-1,Success,4.0031,0.5,Success,39.4373,0.45238095238095233,Success,426.5887,0.46190476190476193,Success,2143.6227,0.4476190476190476
G2 is shuffled subgraph of G1,220,220,1,154,99,0.6428571428571429,Timeout,30000,-1,Success,4.9229,0.4954545454545455,Success,50.627,0.4590909090909091,Success,506.4051,0.4636363636363636,Success,2564.0482,0.4545454545454546
G2 is shuffled subgraph of G1,230,230,1,161,100,0.6211180124223602,Timeout,30000,-1,Success,5.3506,0.4869565217391304,Success,56.5949,0.4695652173913043,Success,574.3989,0.4695652173913043,Success,2892.6453,0.4521739130434783
G2 is shuffled subgraph of G1,240,240,1,168,114,0.6785714285714286,Timeout,30000,-1,Success,6.9754,0.525,Success,67.8201,0.49583333333333335,Success,688.7747,0.48750000000000004,Success,3240.4895,0.4708333333333333
G2 is shuffled subgraph of G1,250,250,1,175,114,0.6514285714285715,Timeout,30000,-1,Success,8.4763,0.504,Success,76.1179,0.472,Success,802.743,0.46399999999999997,Success,4002.4088,0.45999999999999996
G2 is shuffled subgraph of G1,10,10,1,3,2,0.6666666666666666,Success,0.9524,0.7,Success,0.0743,0.8,Success,0.0577,0.8,Success,0.4138,0.8,Success,1.8637,0.8
G2 is shuffled subgraph of G1,20,20,1,6,2,0.3333333333333333,Timeout,30000,-1,Success,0.0899,0.7,Success,0.154,0.7,Success,1.1516,0.7,Success,4.219,0.7
G2 is shuffled subgraph of G1,30,30,1,9,2,0.2222222222222222,Timeout,30000,-1,Success,0.0407,0.7333333333333334,Success,0.1762,0.7,Success,1.6625,0.7,Success,7.1854,0.7
G2 is shuffled subgraph of G1,40,40,1,12,4,0.3333333333333333,Timeout,30000,-1,Success,0.1138,0.75,Success,0.3074,0.725,Success,2.4662,0.7,Success,12.8392,0.7
G2 is shuffled subgraph of G1,50,50,1,15,6,0.4,Timeout,30000,-1,Success,0.0719,0.8200000000000001,Success,0.3619,0.74,Success,3.4777,0.72,Success,16.6308,0.7
G2 is shuffled subgraph of G1,60,60,1,18,8,0.4444444444444444,Timeout,30000,-1,Success,0.1296,0.7833333333333333,Success,0.5788,0.7666666666666666,Success,5.4107,0.7333333333333334,Success,25.7158,0.7
G2 is shuffled subgraph of G1,70,70,1,21,8,0.38095238095238093,Timeout,30000,-1,Success,0.1234,0.7571428571428571,Success,0.7695,0.7428571428571429,Success,8.6434,0.7,Success,37.2698,0.7142857142857143
G2 is shuffled subgraph of G1,80,80,1,24,4,0.16666666666666666,Timeout,30000,-1,Success,0.1494,0.725,Success,1.0822,0.7,Success,11.0495,0.7,Success,57.926,0.7
G2 is shuffled subgraph of G1,90,90,1,27,7,0.25925925925925924,Timeout,30000,-1,Success,0.1688,0.7111111111111111,Success,1.4662,0.7,Success,14.3887,0.7,Success,72.0184,0.7
G2 is shuffled subgraph of G1,100,100,1,30,7,0.23333333333333334,Timeout,30000,-1,Success,0.2398,0.73,Success,1.7283,0.71,Success,16.7898,0.7,Success,83.3094,0.7
G2 is shuffled subgraph of G1,110,110,1,33,9,0.2727272727272727,Timeout,30000,-1,Success,0.2876,0.7454545454545455,Success,2.7279,0.7181818181818183,Success,24.6207,0.7,Success,113.3575,0.7090909090909091
G2 is shuffled subgraph of G1,120,120,1,36,14,0.3888888888888889,Timeout,30000,-1,Success,0.3544,0.7416666666666667,Success,2.6946,0.725,Success,26.0262,0.725,Success,138.759,0.725
G2 is shuffled subgraph of G1,130,130,1,39,12,0.3076923076923077,Timeout,30000,-1,Success,0.3408,0.7461538461538462,Success,3.0338,0.7461538461538462,Success,31.5456,0.7153846153846154,Success,170.8143,0.7153846153846154
G2 is shuffled subgraph of G1,140,140,1,42,14,0.3333333333333333,Timeout,30000,-1,Success,0.3213,0.7357142857142858,Success,3.3685,0.7214285714285714,Success,32.2033,0.7214285714285714,Success,170.935,0.7142857142857143
G2 is shuffled subgraph of G1,150,150,1,45,10,0.2222222222222222,Timeout,30000,-1,Success,0.584,0.74,Success,5.2789,0.7266666666666667,Success,48.2293,0.7066666666666667,Success,263.7513,0.7066666666666667
G2 is shuffled subgraph of G1,160,160,1,48,15,0.3125,Timeout,30000,-1,Success,0.6839,0.75,Success,7.9514,0.73125,Success,65.4425,0.725,Success,288.0783,0.7125
G2 is shuffled subgraph of G1,170,170,1,51,17,0.3333333333333333,Timeout,30000,-1,Success,0.6408,0.7470588235294118,Success,6.1416,0.7352941176470589,Success,87.6084,0.7235294117647059,Success,471.4322,0.711764705882353
G2 is shuffled subgraph of G1,180,180,1,54,16,0.2962962962962963,Timeout,30000,-1,Success,0.8219,0.75,Success,11.584,0.7277777777777779,Success,91.731,0.7111111111111111,Success,527.7205,0.7111111111111111
G2 is shuffled subgraph of G1,190,190,1,57,14,0.24561403508771928,Timeout,30000,-1,Success,1.2267,0.736842105263158,Success,14.8469,0.7263157894736842,Success,142.0198,0.7105263157894737,Success,706.4957,0.7105263157894737
G2 is shuffled subgraph of G1,200,200,1,60,20,0.3333333333333333,Timeout,30000,-1,Success,1.5332,0.74,Success,15.3766,0.745,Success,161.4773,0.73,Success,773.6778,0.72
G2 is shuffled subgraph of G1,210,210,1,63,17,0.2698412698412698,Timeout,30000,-1,Success,1.3663,0.7285714285714286,Success,20.1211,0.719047619047619,Success,194.0907,0.719047619047619,Success,1027.1025,0.7095238095238094
G2 is shuffled subgraph of G1,220,220,1,66,21,0.3181818181818182,Timeout,30000,-1,Success,1.8833,0.7636363636363637,Success,19.2938,0.7363636363636363,Success,177.6277,0.7318181818181818,Success,939.1483,0.7272727272727273
G2 is shuffled subgraph of G1,230,230,1,69,24,0.34782608695652173,Timeout,30000,-1,Success,1.5503,0.7434782608695651,Success,12.4928,0.7304347826086957,Success,142.9753,0.7260869565217392,Success,735.0888,0.7217391304347827
G2 is shuffled subgraph of G1,240,240,1,72,20,0.2777777777777778,Timeout,30000,-1,Success,2.0243,0.7208333333333333,Success,16.8077,0.7208333333333333,Success,162.9655,0.7166666666666667,Success,794.2346,0.7125
G2 is shuffled subgraph of G1,250,250,1,75,18,0.24,Timeout,30000,-1,Success,1.5785,0.736,Success,18.8116,0.724,Success,192.3414,0.716,Success,955.573,0.716
G2 is shuffled subgraph of G1,3,5,1.6666666666666667,3,5,1.6666666666666667,Success,0.1485,0,Success,0.0255,0.6666666666666667,Success,0.0528,0,Success,0.4234,0,Success,1.9501,0
G2 is shuffled subgraph of G1,4,6,1.5,3,4,1.3333333333333333,Success,0.0877,0.25,Success,0.0277,0.25,Success,0.0644,0.25,Success,0.459,0.25,Success,2.5763,0.25
G2 is shuffled subgraph of G1,4,6,1.5,4,6,1.5,Success,0.0869,0,Success,0.0393,0.5,Success,0.2137,0,Success,0.4818,0,Success,2.5091,0
G2 is shuffled subgraph of G1,5,8,1.6,3,2,0.6666666666666666,Success,0.1809,0.4,Success,0.0351,0.4,Success,0.0584,0.4,Success,0.4325,0.4,Success,2.0234,0.4
G2 is shuffled subgraph of G1,5,8,1.6,4,6,1.5,Success,0.3977,0.19999999999999996,Success,0.0367,0.19999999999999996,Success,0.0676,0.19999999999999996,Success,0.5351,0.19999999999999996,Success,3.0416,0.19999999999999996
G2 is shuffled subgraph of G1,5,8,1.6,5,8,1.6,Success,0.3967,0,Success,0.0257,0.4,Success,0.0706,0,Success,0.5919,0,Success,2.9513,0
G2 is shuffled subgraph of G1,6,9,1.5,3,2,0.6666666666666666,Success,0.1401,0.5,Success,0.0245,0.6666666666666667,Success,0.0708,0.6666666666666667,Success,0.4866,0.6666666666666667,Success,2.2149,0.6666666666666667
G2 is shuffled subgraph of G1,6,9,1.5,4,3,0.75,Success,0.3982,0.33333333333333337,Success,0.0633,0.6666666666666667,Success,0.1077,0.33333333333333337,Success,0.7343,0.33333333333333337,Success,2.2881,0.33333333333333337
G2 is shuffled subgraph of G1,6,9,1.5,5,6,1.2,Success,0.731,0.16666666666666663,Success,0.03,0.5,Success,0.1263,0.16666666666666663,Success,0.5697,0.16666666666666663,Success,2.8321,0.16666666666666663
G2 is shuffled subgraph of G1,6,9,1.5,6,9,1.5,Success,4.595,0,Success,0.0716,0.5,Success,0.1613,0,Success,0.7846,0,Success,2.8424,0
G2 is shuffled subgraph of G1,7,11,1.5714285714285714,3,0,0,Success,0.1559,0.5714285714285714,Success,0.0238,0.7142857142857143,Success,0.0845,0.7142857142857143,Success,0.4482,0.7142857142857143,Success,2.1793,0.7142857142857143
G2 is shuffled subgraph of G1,7,11,1.5714285714285714,4,4,1,Success,1.0839,0.4285714285714286,Success,0.0801,0.4285714285714286,Success,0.0869,0.4285714285714286,Success,0.5406,0.4285714285714286,Success,2.7614,0.4285714285714286
G2 is shuffled subgraph of G1,7,11,1.5714285714285714,5,7,1.4,Success,2.5687,0.2857142857142857,Success,0.03,0.5714285714285714,Success,0.0628,0.5714285714285714,Success,0.8794,0.5714285714285714,Success,2.9098,0.5714285714285714
G2 is shuffled subgraph of G1,7,11,1.5714285714285714,6,9,1.5,Success,18.808,0.1428571428571429,Success,0.0693,0.4285714285714286,Success,0.0836,0.4285714285714286,Success,0.7006,0.1428571428571429,Success,3.2421,0.1428571428571429
